transaccion_id,fecha_transaccion,tipo_transaccion,estado,monto_total,metodo_pago,cliente_nombre,cliente_telefono,producto_nombre,producto_talla,producto_color,producto_temporada,cantidad_comprada,fecha_entrega,fecha_devolucion,multa_aplicada,reseña_rating
687e0e6d2d8655b05b08c3bc,2023-12-10 05:39:40,renta,Completada,875,tarjeta_credito,lucia.torres@example.com,1234567811,Vestido de Tirantes con Estampado Tropical,S,Verde/Azul/Amarillo,Verano,1,2023-12-10 16:39:40,2023-12-15 16:39:40,0,2
687e0e6d2d8655b05b08c3bd,2025-10-14 11:54:43,renta,Completada,561,transferencia_bancaria,isabel.vargas@example.com,1234567815,Vestido Sahara de Noche Negro con Tirantes,L,negro,Todo el Año,1,2025-10-15 01:54:43,2025-10-24 01:54:43,0,5
687e0e6d2d8655b05b08c3be,2025-04-17 08:54:06,renta,Completada,683,tarjeta_credito,regina.ortega@example.com,1234567826,Vestido de Punto Básico Beige,M,Beige,"Otoño, Invierno",1,2025-04-17 21:54:06,2025-05-02 21:54:06,0,3
687e0e6d2d8655b05b08c3bf,2026-01-09 09:55:48,Venta,Completada,1100,tarjeta_credito,elena.ramirez@example.com,1234567899,Vestido Maxi de Lino con Volantes,M,Azul Claro,Verano,1,2026-01-09 20:55:48,,0,4
687e0e6d2d8655b05b08c3c0,2024-03-08 12:02:09,renta,Completada,5000,tarjeta_debito,20221076@uthh.edu.mx,7712232323,Vestido de Novia Clásico,S,Blanco,Todo el Año,1,2024-03-08 14:02:09,2024-03-15 14:02:09,0,4
687e0e6d2d8655b05b08c3c1,2023-10-01 03:27:34,renta,Completada,1153,transferencia_bancaria,adriana.romero@example.com,1234567817,Green Muse,S,Verde,Todo el Año,1,2023-10-02 03:27:34,2023-10-07 03:27:34,33,5
687e0e6d2d8655b05b08c3c2,2023-10-23 11:15:27,Venta,Completada,1700,transferencia_bancaria,lucia.torres@example.com,1234567811,Vestido Corto de Terciopelo con Volantes,M,Verde Botella,"Otoño, Invierno",1,2023-10-24 00:15:27,,0,3
687e0e6d2d8655b05b08c3c3,2026-08-24 07:01:58,renta,Completada,1210,transferencia_bancaria,camila.gonzalez@email.com,5534567890,Vestido Casual de Mezclilla con Cinto,L,Azul Mezclilla,"Primavera, Verano, Otoño",1,2026-08-25 06:01:58,2026-09-10 06:01:58,0,4
687e0e6d2d8655b05b08c3c4,2023-02-16 06:30:16,renta,Completada,390,tarjeta_credito,adriana.romero@example.com,1234567817,Vestido Corto Negro Brillante de Fiesta,S,Negro,Todo el Año,1,2023-02-17 06:30:16,2023-02-25 06:30:16,0,2
687e0e6d2d8655b05b08c3c5,2023-05-06 06:00:14,Venta,Completada,1050,tarjeta_debito,maria.gonzalez@example.com,1234567893,Vestido Cruzado Estampado Animal,M,Multicolor,"Otoño, Invierno",1,2023-05-07 00:00:14,,0,2
687e0e6d2d8655b05b08c3c6,2024-10-07 10:51:08,Venta,Completada,750,transferencia_bancaria,adriana.romero@example.com,1234567817,Vestido Camisero a Rayas,S,Azul/Blanco,"Primavera, Verano",1,2024-10-08 00:51:08,,0,3
687e0e6d2d8655b05b08c3c7,2024-03-16 11:17:44,renta,Completada,765,tarjeta_credito,daniela.mendoza@example.com,1234567822,Vestido de Boda en Playa de Gasa,L,Blanco Puro,Verano,1,2024-03-16 15:17:44,2024-03-29 15:17:44,0,5
687e0e6d2d8655b05b08c3c8,2023-01-12 11:35:30,renta,Completada,750,transferencia_bancaria,gabriela.silva@example.com,1234567821,Vestido de Noche Corto con Pedrería,M,Negro,Todo el Año,1,2023-01-12 23:35:30,2023-01-30 23:35:30,0,3
687e0e6d2d8655b05b08c3c9,2025-04-25 10:35:38,renta,Completada,968,transferencia_bancaria,ech19413070170002@gmail.com,7718858193,Vestido Ajustado de Punto con Cremallera,S,Gris Oscuro,"Otoño, Invierno",1,2025-04-25 23:35:38,2025-05-09 23:35:38,0,5
687e0e6d2d8655b05b08c3ca,2026-07-15 08:29:44,renta,Completada,6000,tarjeta_credito,camila.gonzalez@email.com,5534567890,Vestido de Novia Estilo A-Line Clásico,L,Blanco Roto,Todo el Año,1,2026-07-16 07:29:44,2026-08-01 07:29:44,0,4
687e0e6d2d8655b05b08c3cb,2024-04-20 10:22:10,renta,Completada,756,transferencia_bancaria,hiasd12e@gmail.com,7713554706,Vestido Casual con Estampado de Cuadros Pequeños,S,Gris/Rosa,"Otoño, Primavera",1,2024-04-21 00:22:10,2024-05-05 00:22:10,0,4
687e0e6d2d8655b05b08c3cc,2025-12-06 05:09:12,renta,Completada,1300,tarjeta_debito,maria.gonzalez@example.com,1234567893,Vestido Lentejuelas Plateadas Corto,S,Plateado,Todo el Año,1,2025-12-06 15:09:12,2025-12-15 15:09:12,0,4
687e0e6d2d8655b05b08c3cd,2024-08-13 08:50:58,Venta,Completada,1097,tarjeta_credito,eduardocasrtro110@gmail.com,554706,Vestido de Noche con Hombreras Marcadas,S,Plateado Metálico,Todo el Año,1,2024-08-13 19:50:58,,0,5
687e0e6d2d8655b05b08c3ce,2023-02-01 07:43:32,renta,Completada,876,efectivo,ech19413070170002@gmail.com,7718858193,Vestido de Oficina Gris Elegante,M,Gris,Todo el Año,1,2023-02-01 12:43:32,2023-02-18 12:43:32,0,2
687e0e6d2d8655b05b08c3cf,2025-06-17 09:46:30,renta,Completada,800,transferencia_bancaria,adriana.romero@example.com,1234567817,Vestido de Noche Clásico Negro,M,Negro,Todo el Año,1,2025-06-17 20:46:30,2025-07-05 20:46:30,54,3
687e0e6d2d8655b05b08c3d0,2025-11-28 10:01:49,Venta,Completada,950,tarjeta_credito,ia.perez@example.com,1234567897,Vestido Casual de Mezclilla,L,Azul Mezclilla,"Primavera, Otoño",1,2025-11-29 07:01:49,,0,5
687e0e6d2d8655b05b08c3d1,2023-10-10 05:02:42,Venta,Completada,1800,tarjeta_debito,camila.gonzalez@email.com,5534567890,Vestido Largo Azul Cielo,M,Azul Cielo,"Primavera, Verano",1,2023-10-10 12:02:42,,0,4
687e0e6d2d8655b05b08c3d2,2024-06-18 06:08:44,Venta,Completada,850,tarjeta_debito,elena.ramirez@example.com,1234567899,Vestido de Verano Floral,L,Blanco,Verano,1,2024-06-18 20:08:44,,0,5
687e0e6d2d8655b05b08c3d3,2025-12-23 07:01:29,Venta,Completada,2700,tarjeta_credito,valeria.rojas@example.com,1234567823,Vestido de Noche Negro con Transparencias,M,Negro,Todo el Año,1,2025-12-24 07:01:29,,0,5
687e0e6d2d8655b05b08c3d4,2024-08-04 08:14:49,renta,Completada,449,efectivo,carmen.morales@example.com,1234567813,Vestido de Punto Grueso con Capucha,M,Negro,Invierno,1,2024-08-04 20:14:49,2024-08-16 20:14:49,0,1
687e0e6d2d8655b05b08c3d5,2023-08-06 10:24:19,Venta,Completada,900,transferencia_bancaria,20221076@uthh.edu.mx,7712232323,Vestido Tubo Elástico Negro,S,Negro,Todo el Año,1,2023-08-07 02:24:19,,0,5
687e0e6d2d8655b05b08c3d6,2025-03-22 09:06:08,Venta,Completada,1800,tarjeta_debito,laura.hernandez@example.com,1234567895,Vestido de Encaje Blanco Vintage,M,Blanco,"Primavera, Verano",1,2025-03-23 06:06:08,,0,4
687e0e6d2d8655b05b08c3d7,2025-12-24 10:29:20,Venta,Completada,2900,transferencia_bancaria,laura.hernandez@example.com,1234567895,Vestido Largo Turquesa con Cuello Halter,S,Turquesa,"Verano, Primavera",1,2025-12-24 15:29:20,,0,4
687e0e6d2d8655b05b08c3d8,2023-12-21 05:55:46,renta,Completada,385,tarjeta_debito,regina.ortega@example.com,1234567826,Vestido Maxi de Lino con Volantes,M,Azul Claro,Verano,1,2023-12-22 02:55:46,2023-12-27 02:55:46,0,5
687e0e6d2d8655b05b08c3d9,2023-02-16 07:37:46,renta,Completada,1000,tarjeta_credito,carmen.morales@example.com,1234567813,Vestido de Boda Civil Sencillo,M,Blanco Roto,Todo el Año,1,2023-02-17 06:37:46,2023-03-02 06:37:46,0,1
687e0e6d2d8655b05b08c3da,2025-06-10 09:08:54,renta,Completada,855,tarjeta_debito,carmen.morales@example.com,1234567813,Vestido de Punto de Cuello Alto sin Mangas,M,Beige,"Otoño, Invierno",1,2025-06-10 23:08:54,2025-06-21 23:08:54,62,1
687e0e6d2d8655b05b08c3db,2026-12-10 03:11:12,Venta,Completada,4953,transferencia_bancaria,eduardocasrtro110@gmail.com,554706,Vestido de Fiesta Dorado con Lentejuelas,S,Dorado,Todo el Año,1,2026-12-11 03:11:12,,0,2
687e0e6d2d8655b05b08c3dc,2025-05-13 05:11:45,renta,Completada,1354,efectivo,natalia.vega@example.com,1234567828,Vestido Tubo Elástico Negro,S,Negro,Todo el Año,1,2025-05-13 21:11:45,2025-05-24 21:11:45,0,2
687e0e6d2d8655b05b08c3dd,2026-11-10 11:11:05,renta,Completada,476,transferencia_bancaria,gabriela.silva@example.com,1234567821,Vestido Largo de Algodón con Cuello Tortuga,L,Verde Oliva,"Otoño, Invierno",1,2026-11-10 21:11:05,2026-11-29 21:11:05,0,4
687e0e6d2d8655b05b08c3de,2023-05-15 12:33:10,Venta,Completada,1950,tarjeta_credito,valeria.rojas@example.com,1234567823,Vestido de Fiesta con Aberturas Cut-Out,S,Negro,Todo el Año,1,2023-05-16 05:33:10,,0,4
687e0e6d2d8655b05b08c3df,2025-07-21 08:01:38,renta,Completada,1100,tarjeta_credito,patricia.guzman@example.com,1234567819,Vestido de Cóctel con Flecos,S,Plata,Todo el Año,1,2025-07-21 10:01:38,2025-07-31 10:01:38,0,5
687e0e6d2d8655b05b08c3e0,2026-06-04 09:37:32,Venta,Completada,650,tarjeta_debito,carmen.morales@example.com,1234567813,Vestido Deportivo con Capucha,L,Gris Mélange,Todo el Año,1,2026-06-05 04:37:32,,0,5
687e0e6d2d8655b05b08c3e1,2024-09-02 08:57:59,renta,Completada,1500,efectivo,maria.gonzalez@example.com,1234567893,Vestido Largo de Seda Morado Obscuro,M,Morado Oscuro,Todo el Año,1,2024-09-02 10:57:59,2024-09-10 10:57:59,0,5
687e0e6d2d8655b05b08c3e2,2026-05-28 05:44:04,Venta,Completada,1700,efectivo,hiasd12e@gmail.com,7713554706,Vestido de Fiesta Corto con Tirantes de Lentejuelas,S,Rojo Vino,Todo el Año,1,2026-05-29 02:44:04,,0,2
687e0e6d2d8655b05b08c3e3,2025-09-13 03:42:20,Venta,Completada,1100,tarjeta_credito,valeria.rojas@example.com,1234567823,Vestido Bohemio con Estampado Paisley,L,Terracota/Azul,"Primavera, Verano, Otoño",1,2025-09-14 02:42:20,,0,5
687e0e6d2d8655b05b08c3e4,2023-07-13 08:44:16,renta,Completada,328,tarjeta_credito,20221129@uthh.edu.mx,7714057323,Vestido Corto de Satén con Cuello Cowl,S,Rosa Fucsia,Todo el Año,1,2023-07-14 08:44:16,2023-07-28 08:44:16,0,5
687e0e6d2d8655b05b08c3e5,2024-12-25 05:38:53,renta,Completada,1145,transferencia_bancaria,daniela.mendoza@example.com,1234567822,Vestido Largo Bohemio con Flores Bordadas,L,Blanco,"Verano, Primavera",1,2024-12-25 07:38:53,2025-01-02 07:38:53,0,3
687e0e6d2d8655b05b08c3e6,2023-12-18 11:50:49,renta,Completada,1500,tarjeta_credito,ech19413070170002@gmail.com,7718858193,Vestido de Noche con Hombreras Marcadas,S,Plateado Metálico,Todo el Año,1,2023-12-19 06:50:49,2023-12-26 06:50:49,0,3
687e0e6d2d8655b05b08c3e7,2024-08-03 08:26:11,renta,Completada,1300,tarjeta_debito,sofia.garcia@email.com,5512345678,Vestido de Fiesta Mini con Lentejuelas Doradas,S,Dorado,Todo el Año,1,2024-08-03 20:26:11,2024-08-23 20:26:11,0,4
687e0e6d2d8655b05b08c3e8,2025-03-15 05:41:28,renta,Completada,600,tarjeta_debito,valentina.rodriguez@email.com,5587654321,Vestido de Cóctel con Escote Peter Pan,S,Rosa Pastel,Todo el Año,1,2025-03-15 09:41:28,2025-03-24 09:41:28,0,4
687e0e6d2d8655b05b08c3e9,2026-02-08 05:26:07,renta,Completada,1401,tarjeta_credito,hiasd12e@gmail.com,7713554706,Vestido Maxi de Lino con Volantes,M,Azul Claro,Verano,1,2026-02-08 08:26:07,2026-02-16 08:26:07,0,5
687e0e6d2d8655b05b08c3ea,2025-12-24 10:16:16,renta,Completada,950,efectivo,ia.perez@example.com,1234567897,Vestido de Fiesta Corto con Brillos,S,Oro Rosa,Todo el Año,1,2025-12-24 19:16:16,2026-01-05 19:16:16,0,5
687e0e6d2d8655b05b08c3eb,2023-07-12 06:43:20,renta,Completada,800,transferencia_bancaria,ech19413070170002@gmail.com,7718858193,Vestido de Fiesta con Escote Asimétrico,M,Verde Esmeralda,Todo el Año,1,2023-07-13 04:43:20,2023-07-26 04:43:20,0,5
687e0e6d2d8655b05b08c3ec,2024-11-24 06:33:10,renta,Completada,354,tarjeta_debito,sofia.garcia@email.com,5512345678,Vestido de Tirantes con Estampado Tropical,S,Verde/Azul/Amarillo,Verano,1,2024-11-24 15:33:10,2024-11-28 15:33:10,0,4
687e0e6d2d8655b05b08c3ed,2023-06-16 12:35:38,Venta,Completada,1500,tarjeta_credito,20221076@uthh.edu.mx,7712232323,Vestido de Maternidad de Fiesta,XL,Azul Marino,Todo el Año,1,2023-06-17 02:35:38,,0,5
687e0e6d2d8655b05b08c3ee,2025-05-06 04:55:08,renta,Completada,800,transferencia_bancaria,eduardocasrtro110@gmail.com,554706,Vestido de Fiesta con Escote Asimétrico,M,Verde Esmeralda,Todo el Año,1,2025-05-06 13:55:08,2025-05-17 13:55:08,0,5
687e0e6d2d8655b05b08c3ef,2023-06-16 04:24:34,renta,Completada,2500,efectivo,sofia.garcia@email.com,5512345678,Vestido de Gala con Falda de Tul Voluminosa,L,Rojo,Todo el Año,1,2023-06-16 09:24:34,2023-07-02 09:24:34,0,4
687e0e6d2d8655b05b08c3f0,2026-07-08 12:26:13,renta,Completada,314,transferencia_bancaria,regina.ortega@example.com,1234567826,Vestido Camisero a Cuadros Escoceses,L,Rojo/Negro,"Otoño, Invierno",1,2026-07-08 20:26:13,2026-07-15 20:26:13,0,1
687e0e6d2d8655b05b08c3f1,2026-06-27 08:06:08,renta,Completada,340,transferencia_bancaria,gabriela.silva@example.com,1234567821,Conjunto Satinado Celeste de Top y Falda,S,Celeste,"Primavera, Verano",1,2026-06-28 07:06:08,2026-07-04 07:06:08,0,4
687e0e6d2d8655b05b08c3f2,2026-10-09 09:58:57,renta,Completada,1350,tarjeta_debito,daniela.mendoza@example.com,1234567822,Vestido Corto de Lentejuelas Multicolor,S,Multicolor,Todo el Año,1,2026-10-09 11:58:57,2026-10-17 11:58:57,0,3
687e0e6d2d8655b05b08c3f3,2026-04-12 11:51:17,Venta,Completada,1600,tarjeta_credito,laura.hernandez@example.com,1234567895,Vestido de Encaje Negro Corto,S,Negro,Todo el Año,1,2026-04-13 08:51:17,,0,4
687e0e6d2d8655b05b08c3f4,2024-10-04 08:49:03,renta,Completada,443,transferencia_bancaria,isabel.vargas@example.com,1234567815,Vestido Kimono Estampado Japonés,L,Multicolor,"Primavera, Verano",1,2024-10-05 01:49:03,2024-10-20 01:49:03,0,4
687e0e6d2d8655b05b08c3f5,2024-10-20 12:49:47,renta,Completada,1018,tarjeta_credito,laura.hernandez@example.com,1234567895,Vestido de Punto de Cuello Alto sin Mangas,M,Beige,"Otoño, Invierno",1,2024-10-20 13:49:47,2024-11-04 13:49:47,0,4
687e0e6d2d8655b05b08c3f6,2025-12-26 11:36:51,renta,Completada,1393,efectivo,patricia.guzman@example.com,1234567819,Vestido de Verano Floral,L,Blanco,Verano,1,2025-12-26 15:36:51,2026-01-09 15:36:51,0,5
687e0e6d2d8655b05b08c3f7,2023-08-17 07:39:51,Venta,Completada,2600,tarjeta_debito,eduardocasrtro110@gmail.com,554706,Vestido de Noche con Falda Tulipán,M,Morado Berenjena,Todo el Año,1,2023-08-17 19:39:51,,0,1
687e0e6d2d8655b05b08c3f8,2023-04-02 06:43:38,Venta,Completada,1150,transferencia_bancaria,isabel.vargas@example.com,1234567815,Vestido Midi de Lino con Botones,M,Beige,Verano,1,2023-04-02 08:43:38,,0,5
687e0e6d2d8655b05b08c3f9,2026-10-12 07:02:37,renta,Completada,6800,tarjeta_debito,ia.perez@example.com,1234567897,Vestido de Novia con Escote de Hombros Caídos,M,Marfil,Todo el Año,1,2026-10-12 21:02:37,2026-10-28 21:02:37,0,4
687e0e6d2d8655b05b08c3fa,2026-07-17 12:57:37,Venta,Completada,850,tarjeta_debito,maria.gonzalez@example.com,1234567893,Vestido de Verano Floral,L,Blanco,Verano,1,2026-07-17 16:57:37,,0,4
687e0e6d2d8655b05b08c3fb,2026-11-20 03:26:16,renta,Completada,750,efectivo,20221076@uthh.edu.mx,7712232323,Vestido de Noche Corto con Pedrería,M,Negro,Todo el Año,1,2026-11-20 17:26:16,2026-12-01 17:26:16,0,5
687e0e6d2d8655b05b08c3fc,2025-01-08 08:50:57,renta,Completada,1270,transferencia_bancaria,maria.gonzalez@example.com,1234567893,Vestido Kimono Estampado Japonés,L,Multicolor,"Primavera, Verano",1,2025-01-09 06:50:57,2025-01-18 06:50:57,53,4
687e0e6d2d8655b05b08c3fd,2025-06-01 11:27:52,renta,Completada,750,efectivo,sheldon@gmail.com,5551234567,Vestido de Noche Corto con Pedrería,M,Negro,Todo el Año,1,2025-06-02 02:27:52,2025-06-19 02:27:52,0,1
687e0e6d2d8655b05b08c3fe,2025-02-08 12:46:36,renta,Completada,302,efectivo,adriana.romero@example.com,1234567817,Eva Brazzi,M,azul,"Verano, Primavera",1,2025-02-08 19:46:36,2025-02-16 19:46:36,25,3
687e0e6d2d8655b05b08c3ff,2024-10-18 11:44:26,Venta,Completada,1200,transferencia_bancaria,elena.ramirez@example.com,1234567899,Vestido de Maternidad Floreado,XL,Rosa Pastel,"Primavera, Verano",1,2024-10-18 16:44:26,,0,3
687e0e6d2d8655b05b08c400,2025-04-20 12:16:17,renta,Completada,340,transferencia_bancaria,ia.perez@example.com,1234567897,Conjunto Satinado Celeste de Top y Falda,S,Celeste,"Primavera, Verano",1,2025-04-20 23:16:17,2025-05-08 23:16:17,0,4
687e0e6d2d8655b05b08c401,2024-06-03 05:23:59,renta,Completada,1900,transferencia_bancaria,camila.gonzalez@email.com,5534567890,Vestido de Noche con Drapeado Lateral,S,Dorado Rosado,Todo el Año,1,2024-06-04 04:23:59,2024-06-10 04:23:59,0,2
687e0e6d2d8655b05b08c402,2023-05-05 03:28:39,renta,Completada,680,transferencia_bancaria,elena.ramirez@example.com,1234567899,Vestido de Fiesta con Mangas de Campana,M,Negro,Todo el Año,1,2023-05-05 22:28:39,2023-05-21 22:28:39,72,1
687e0e6d2d8655b05b08c403,2024-08-11 08:43:32,renta,Completada,1200,tarjeta_debito,valeria.rojas@example.com,1234567823,Vestido de Gala con Escote en V Profundo,M,Negro,Todo el Año,1,2024-08-11 10:43:32,2024-08-24 10:43:32,0,2
687e0e6d2d8655b05b08c404,2025-08-06 11:49:58,renta,Completada,358,tarjeta_credito,alejandra.paredes@example.com,1234567827,Vestido Mini de Terciopelo Negro,S,Negro,"Otoño, Invierno",1,2025-08-06 20:49:58,2025-08-21 20:49:58,0,1
687e0e6d2d8655b05b08c405,2023-06-01 11:20:14,renta,Completada,1202,efectivo,ech19413070170002@gmail.com,7718858193,Vestido de Punto Grueso con Cuello Redondo,M,Negro,Invierno,1,2023-06-02 00:20:14,2023-06-21 00:20:14,0,5
687e0e6d2d8655b05b08c406,2025-02-17 05:43:21,renta,Completada,1032,efectivo,patricia.guzman@example.com,1234567819,Vestido de Maternidad Floreado,XL,Rosa Pastel,"Primavera, Verano",1,2025-02-17 17:43:21,2025-03-02 17:43:21,51,3
687e0e6d2d8655b05b08c407,2025-01-06 10:18:19,renta,Completada,475,efectivo,patricia.guzman@example.com,1234567819,Vestido de Maternidad Floreado,XL,Rosa Pastel,"Primavera, Verano",1,2025-01-06 16:18:19,2025-01-22 16:18:19,0,5
687e0e6d2d8655b05b08c408,2026-12-05 05:15:05,renta,Completada,476,efectivo,patricia.guzman@example.com,1234567819,Vestido Bohemio Blanco,M,Blanco,Verano,1,2026-12-06 02:15:05,2026-12-20 02:15:05,0,5
687e0e6d2d8655b05b08c409,2026-06-28 05:26:17,Venta,Completada,3309,tarjeta_debito,laura.hernandez@example.com,1234567895,Vestido Corto Rojo con Cola Asimétrica,M,Rojo,Todo el Año,1,2026-06-28 23:26:17,,0,5
687e0e6d2d8655b05b08c40a,2023-11-18 06:50:20,renta,Completada,1397,efectivo,sofia.garcia@email.com,5512345678,Vestido de Maternidad Floreado,XL,Rosa Pastel,"Primavera, Verano",1,2023-11-19 05:50:20,2023-11-28 05:50:20,0,4
687e0e6d2d8655b05b08c40b,2026-03-19 07:38:09,renta,Completada,1250,transferencia_bancaria,adriana.romero@example.com,1234567817,Vestido Camisero a Cuadros Vichy,M,Rojo/Blanco,"Primavera, Verano",1,2026-03-19 19:38:09,2026-04-06 19:38:09,0,5
687e0e6d2d8655b05b08c40c,2025-07-18 04:31:32,Venta,Completada,2800,tarjeta_credito,ech19413070170002@gmail.com,7718858193,Cielo de Cristal,M,Azul Pastel,"Verano, Primavera",1,2025-07-18 17:31:32,,0,4
687e0e6d2d8655b05b08c40d,2024-08-18 11:43:04,renta,Completada,300,transferencia_bancaria,sofia.garcia@email.com,5512345678,Vestido Corto Rojo con Cola Asimétrica,M,Rojo,Todo el Año,1,2024-08-18 20:43:04,2024-08-29 20:43:04,0,4
