transaccion_id,fecha_transaccion,tipo_transaccion,estado,monto_total,metodo_pago,cliente_nombre,cliente_telefono,cliente_localidad,producto_id,producto_nombre,producto_talla,producto_color,producto_temporada,cantidad_comprada,vestido_estilo,vestido_precio_venta,vestido_precio_renta,vestido_en_oferta,vestido_condicion,vestido_rating_promedio,vestido_review_count,fecha_entrega,fecha_devolucion,multa_aplicada,reseña_rating,reseña_comentario,fecha_reseña
687e0e6d2d8655b05b08c3c8,2023-01-12 11:35:30,renta,Completada,750,transferencia_bancaria,gabriela.silva@example.com,1234567821,Atlapeza,687e0dd08639b437a0e4879f,Vestido de Noche Corto con Pedrería,M,Negro,Todo el Año,1,Cóctel,2100,750,false,Nuevo,4.7,9,2023-01-12 23:35:30,2023-01-30 23:35:30,0,3,"Me gustó, aunque el color en persona es ligeramente diferente.",2023-01-30 11:35:30
687e0e6d2d8655b05b08c3ce,2023-02-01 07:43:32,renta,Completada,876,efectivo,ech19413070170002@gmail.com,7718858193,Calnali,687e0d118639b437a0e4875f,Vestido de Oficina Gris Elegante,M,Gris,Todo el Año,1,Formal,1300,,false,Nuevo,4,9,2023-02-01 12:43:32,2023-02-18 12:43:32,0,2,"Hubo un pequeño detalle con el vestido, pero fue manejable.",2023-02-22 07:43:32
687e0e6d2d8655b05b08c3d1,2023-10-10 05:02:42,Venta,Completada,1800,tarjeta_debito,camila.gonzalez@email.com,5534567890,Huejutla de Reyes,687e0d118639b437a0e4875a,Vestido Largo Azul Cielo,M,Azul Cielo,"Primavera, Verano",1,Formal,1800,600,false,Nuevo,4.6,12,2023-10-10 12:02:42,,0,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-11-03 05:02:42
687e0e6d2d8655b05b08c3d5,2023-08-06 10:24:19,Venta,Completada,900,transferencia_bancaria,20221076@uthh.edu.mx,7712232323,San Felipe Orizatlán,687e0d4b8639b437a0e4876c,Vestido Tubo Elástico Negro,S,Negro,Todo el Año,1,Casual/Cóctel,900,,false,Nuevo,4.1,18,2023-08-07 02:24:19,,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-09-19 10:24:19
687e0e6d2d8655b05b08c3d8,2023-12-21 05:55:46,renta,Completada,385,tarjeta_debito,regina.ortega@example.com,1234567826,Tlachinol,687e0dd08639b437a0e487b0,Vestido Maxi de Lino con Volantes,M,Azul Claro,Verano,1,Casual,1100,,false,Nuevo,4.3,10,2023-12-22 02:55:46,2023-12-27 02:55:46,0,5,¡Excelente vestido! Me encantó el servicio en el local.,2024-01-05 05:55:46
687e0e6d2d8655b05b08c3d9,2023-02-16 07:37:46,renta,Completada,1000,tarjeta_credito,carmen.morales@example.com,1234567813,Huejutla de Reyes,687e0d4b8639b437a0e48770,Vestido de Boda Civil Sencillo,M,Blanco Roto,Todo el Año,1,Nupcial,3000,1000,false,Nuevo,4.8,6,2023-02-17 06:37:46,2023-03-02 06:37:46,0,1,El vestido se veía mejor en las fotos. Necesitaba algunos ajustes.,2023-03-10 07:37:46
687e0e6d2d8655b05b08c3de,2023-05-15 12:33:10,Venta,Completada,1950,tarjeta_credito,valeria.rojas@example.com,1234567823,Atlapeza,687e0dd08639b437a0e487c3,Vestido de Fiesta con Aberturas Cut-Out,S,Negro,Todo el Año,1,Fiesta,1950,,false,Nuevo,4.6,9,2023-05-16 05:33:10,,0,4,¡Excelente vestido! Me encantó el servicio en el local.,2023-06-22 12:33:10
687e0e6d2d8655b05b08c3e4,2023-07-13 08:44:16,renta,Completada,328,tarjeta_credito,20221129@uthh.edu.mx,7714057323,Huejutla de Reyes,687e0dd08639b437a0e487bb,Vestido Corto de Satén con Cuello Cowl,S,Rosa Fucsia,Todo el Año,1,Cóctel,1600,,false,Nuevo,4.6,8,2023-07-14 08:44:16,2023-07-28 08:44:16,0,5,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-08-17 08:44:16
687e0e6d2d8655b05b08c3e6,2023-12-18 11:50:49,renta,Completada,1500,tarjeta_credito,ech19413070170002@gmail.com,7718858193,Calnali,687e0dd08639b437a0e487b1,Vestido de Noche con Hombreras Marcadas,S,Plateado Metálico,Todo el Año,1,De Noche,,1500,false,Nuevo,4.6,9,2023-12-19 06:50:49,2023-12-26 06:50:49,0,3,"El vestido está bien, cumplió con lo esperado.",2024-01-23 11:50:49
687e0e6d2d8655b05b08c3eb,2023-07-12 06:43:20,renta,Completada,800,transferencia_bancaria,ech19413070170002@gmail.com,7718858193,Calnali,687e0dd08639b437a0e48790,Vestido de Fiesta con Escote Asimétrico,M,Verde Esmeralda,Todo el Año,1,Fiesta,2300,800,false,Nuevo,4.6,10,2023-07-13 04:43:20,2023-07-26 04:43:20,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-08-22 06:43:20
687e0e6d2d8655b05b08c3ed,2023-06-16 12:35:38,Venta,Completada,1500,tarjeta_credito,20221076@uthh.edu.mx,7712232323,San Felipe Orizatlán,687e0dd08639b437a0e48799,Vestido de Maternidad de Fiesta,XL,Azul Marino,Todo el Año,1,Maternidad/Fiesta,1500,,false,Nuevo,4,6,2023-06-17 02:35:38,,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-07-22 12:35:38
687e0e6d2d8655b05b08c3ef,2023-06-16 04:24:34,renta,Completada,2500,efectivo,sofia.garcia@email.com,5512345678,Jaltocán,687e0dd08639b437a0e4879d,Vestido de Gala con Falda de Tul Voluminosa,L,Rojo,Todo el Año,1,Gala,,2500,false,Nuevo,5,17,2023-06-16 09:24:34,2023-07-02 09:24:34,0,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-06-29 04:24:34
687e0e6d2d8655b05b08c3f7,2023-08-17 07:39:51,Venta,Completada,2600,tarjeta_debito,eduardocasrtro110@gmail.com,554706,Huejutla de Reyes,687e0dd08639b437a0e487c1,Vestido de Noche con Falda Tulipán,M,Morado Berenjena,Todo el Año,1,De Noche,2600,880,false,Nuevo,4.7,10,2023-08-17 19:39:51,,0,1,"La experiencia fue regular, no estoy segura de volver a rentar.",2023-08-25 07:39:51
687e0e6d2d8655b05b08c3f8,2023-04-02 06:43:38,Venta,Completada,1150,transferencia_bancaria,isabel.vargas@example.com,1234567815,Choconamel,687e0d4b8639b437a0e4877a,Vestido Midi de Lino con Botones,M,Beige,Verano,1,Casual,1150,,false,Nuevo,4.1,10,2023-04-02 08:43:38,,0,5,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-05-02 06:43:38
687e0e6d2d8655b05b08c402,2023-05-05 03:28:39,renta,Completada,680,transferencia_bancaria,elena.ramirez@example.com,1234567899,Guazalingo,687e0dd08639b437a0e487a5,Vestido de Fiesta con Mangas de Campana,M,Negro,Todo el Año,1,Fiesta,1850,680,false,Nuevo,4.5,12,2023-05-05 22:28:39,2023-05-21 22:28:39,72,1,"La experiencia fue regular, no estoy segura de volver a rentar.",2023-06-04 03:28:39
687e0e6d2d8655b05b08c405,2023-06-01 11:20:14,renta,Completada,1202,efectivo,ech19413070170002@gmail.com,7718858193,Calnali,687e0dd08639b437a0e4879c,Vestido de Punto Grueso con Cuello Redondo,M,Negro,Invierno,1,Casual,1350,,false,Nuevo,3.7,10,2023-06-02 00:20:14,2023-06-21 00:20:14,0,5,¡Excelente vestido! Me encantó el servicio en el local.,2023-07-10 11:20:14
687e0e6d2d8655b05b08c40a,2023-11-18 06:50:20,renta,Completada,1397,efectivo,sofia.garcia@email.com,5512345678,Jaltocán,687e0d4b8639b437a0e48771,Vestido de Maternidad Floreado,XL,Rosa Pastel,"Primavera, Verano",1,Maternidad,1200,,false,Nuevo,4,9,2023-11-19 05:50:20,2023-11-28 05:50:20,0,4,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-12-06 06:50:20
687e0e6d2d8655b05b08c410,2023-06-28 11:31:55,renta,Completada,1106,efectivo,lucia.torres@example.com,1234567811,Guazalingo,687e0d4b8639b437a0e4876f,Vestido Boho Chic Estampado Étnico,L,Tierra,"Verano, Otoño",1,Bohemio,950,,false,Nuevo,4.2,12,2023-06-29 01:31:55,2023-07-10 01:31:55,0,3,"Buena opción por el precio, el servicio fue correcto.",2023-07-10 11:31:55
687e0e6d2d8655b05b08c419,2023-12-19 12:26:44,renta,Completada,2200,tarjeta_credito,alejandra.paredes@example.com,1234567827,Huejutla de Reyes,687e0dd08639b437a0e4878e,Vestido de Gala Corte Princesa con Encaje,M,Blush Rosa,Todo el Año,1,Gala,,2200,false,Nuevo,5,16,2023-12-20 09:26:44,2023-12-30 09:26:44,0,4,¡Excelente vestido! Me encantó el servicio en el local.,2024-01-31 12:26:44
687e0e6d2d8655b05b08c41a,2023-02-26 04:17:11,Venta,Completada,1400,efectivo,ech19413070170002@gmail.com,7718858193,Calnali,687e0dd08639b437a0e487c4,Vestido de Punto Grueso con Rayas,M,Multicolor,Invierno,1,Casual,1400,,false,Nuevo,3.9,6,2023-02-26 10:17:11,,0,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-04-02 04:17:11
687e0e6d2d8655b05b08c41c,2023-03-04 10:13:38,renta,Completada,408,efectivo,carmen.morales@example.com,1234567813,Huejutla de Reyes,687e0dd08639b437a0e487bc,Vestido Casual de Punto Suéter,L,Crema,Invierno,1,Casual,1350,,false,Nuevo,3.9,7,2023-03-05 08:13:38,2023-03-15 08:13:38,0,3,"El vestido es lindo, pero la comunicación podría mejorar.",2023-03-25 10:13:38
687e0e6d2d8655b05b08c424,2023-01-03 12:26:41,renta,Completada,5500,tarjeta_debito,daniela.mendoza@example.com,1234567822,Huejutla de Reyes,687e0dd08639b437a0e48798,Vestido de Novia Estilo Bohemio con Mangas Largas,M,Crema,Todo el Año,1,Nupcial,16000,5500,false,Nuevo,4.9,20,2023-01-04 07:26:41,2023-01-22 07:26:41,0,2,"La experiencia fue regular, no estoy segura de volver a rentar.",2023-02-14 12:26:41
687e0e6d2d8655b05b08c42e,2023-12-20 08:27:33,renta,Completada,1200,tarjeta_debito,alejandra.paredes@example.com,1234567827,Huejutla de Reyes,687e0d4b8639b437a0e48774,Vestido de Gala con Escote en V Profundo,M,Negro,Todo el Año,1,Gala,3200,1200,false,Nuevo,4.9,11,2023-12-21 07:27:33,2023-12-25 07:27:33,0,5,"Un acierto total, justo lo que buscaba y a un excelente precio.",2024-01-13 08:27:33
687e0e6d2d8655b05b08c42f,2023-08-26 09:42:16,renta,Completada,950,tarjeta_credito,sheldon@gmail.com,5551234567,Platón Sánchez,687e0dd08639b437a0e48780,Vestido de Noche Negro con Transparencias,M,Negro,Todo el Año,1,De Noche,2700,950,false,Nuevo,4.8,18,2023-08-26 10:42:16,2023-09-10 10:42:16,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-09-11 09:42:16
687e0e6d2d8655b05b08c431,2023-10-26 06:27:40,renta,Completada,2000,transferencia_bancaria,patricia.guzman@example.com,1234567819,Guazalingo,687e0dd08639b437a0e487b5,Vestido de Gala con Corsé y Falda A-Line,M,Azul Real,Todo el Año,1,Gala,,2000,false,Nuevo,4.9,14,2023-10-26 21:27:40,2023-11-15 21:27:40,0,4,"La tela es de muy buena calidad, y el vestido es aún más bonito en persona.",2023-12-09 06:27:40
687e0e6d2d8655b05b08c439,2023-05-28 05:39:03,renta,Completada,320,transferencia_bancaria,elena.ramirez@example.com,1234567899,Guazalingo,687c1952555de7433ad30aa1,Vestido Largo Terracota con Mangas Abullonadas,L,Terracota,"Otoño, Invierno",1,De Noche,,320,false,Excelente,4,6,2023-05-28 17:39:03,2023-06-13 17:39:03,0,4,Un diseño hermoso y la atención fue de primera. Volveré sin duda.,2023-06-26 05:39:03
687e0e6d2d8655b05b08c43b,2023-09-23 03:23:50,renta,Completada,420,tarjeta_credito,sofia.garcia@email.com,5512345678,Jaltocán,687e0d4b8639b437a0e48778,Vestido Deportivo con Capucha,L,Gris Mélange,Todo el Año,1,Deportivo,650,,false,Nuevo,3.6,13,2023-09-24 00:23:50,2023-10-02 00:23:50,0,3,"Bonito vestido, aunque el ajuste no fue 100% perfecto para mí.",2023-10-03 03:23:50
687e0e6d2d8655b05b08c442,2023-04-20 04:04:29,Venta,Completada,3996,efectivo,carmen.morales@example.com,1234567813,Huejutla de Reyes,687c171d0f203fa2dfd1693e,Vestido Azul Marino de Gala con Lentejuelas,M,Azul Marino,"Invierno, Todo el Año",1,De Noche,,460,false,Nuevo,4.7,16,2023-04-20 09:04:29,,0,3,"Cumple su función, pero no me dejó asombrada.",2023-05-06 04:04:29
687e0e6d2d8655b05b08c446,2023-06-10 09:22:05,Venta,Completada,15000,transferencia_bancaria,lucia.torres@example.com,1234567811,Guazalingo,687e0d118639b437a0e4875e,Vestido de Novia Clásico,S,Blanco,Todo el Año,1,Nupcial,15000,5000,false,Nuevo,5,25,2023-06-11 03:22:05,,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-07-03 09:22:05
687e0e6d2d8655b05b08c447,2023-12-23 10:35:18,renta,Completada,1190,tarjeta_debito,hiasd12e@gmail.com,7713554706,Atlapeza,687e0dd08639b437a0e4878d,Vestido Casual de Punto Acanalado,M,Beige Oscuro,Todo el Año,1,Casual,980,,false,Nuevo,4,19,2023-12-23 16:35:18,2024-01-02 16:35:18,0,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2024-01-19 10:35:18
687e0e6d2d8655b05b08c44e,2023-05-10 08:12:24,renta,Completada,1080,efectivo,elena.ramirez@example.com,1234567899,Guazalingo,687e0dd08639b437a0e48786,Vestido Midi de Mangas Abullonadas,L,Verde Oliva,"Otoño, Primavera",1,Casual/Formal,1300,,false,Nuevo,4.2,10,2023-05-11 03:12:24,2023-05-15 03:12:24,0,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-06-16 08:12:24
687e0e6d2d8655b05b08c44f,2023-05-11 08:06:47,Venta,Completada,5550,efectivo,lucia.torres@example.com,1234567811,Guazalingo,6820ccced0f168d214954165,Vestido Largo Liso Mujer,S,rosa,"Verano, Primavera",1,Casual,5550,,false,Nuevo,4.1,7,2023-05-11 10:06:47,,0,1,"No fue mi favorito, pero sirvió para la ocasión.",2023-06-18 08:06:47
687e0e6d2d8655b05b08c451,2023-10-03 12:43:42,renta,Completada,918,transferencia_bancaria,hiasd12e@gmail.com,7713554706,Atlapeza,687e0dd08639b437a0e4878a,Vestido de Invierno de Cuadros Tartán,M,Rojo/Verde,Invierno,1,Casual,1250,,false,Nuevo,4.1,7,2023-10-03 13:43:42,2023-10-18 13:43:42,0,4,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-11-11 12:43:42
687e0e6d2d8655b05b08c452,2023-04-26 06:53:44,renta,Completada,821,efectivo,maria.gonzalez@example.com,1234567893,Atlapeza,687e0dd08639b437a0e487b8,Vestido Midi de Mangas Largas Transparente,M,Negro,Todo el Año,1,Cóctel,1800,,false,Nuevo,4.4,9,2023-04-26 08:53:44,2023-05-06 08:53:44,67,5,¡Excelente vestido! Me encantó el servicio en el local.,2023-05-06 06:53:44
687e0e6d2d8655b05b08c455,2023-12-24 06:38:49,renta,Completada,1257,tarjeta_debito,sheldon@gmail.com,5551234567,Platón Sánchez,687e0d118639b437a0e48762,Vestido de Encaje Negro Corto,S,Negro,Todo el Año,1,Cóctel,1600,,false,Nuevo,4.4,11,2023-12-24 09:38:49,2024-01-04 09:38:49,0,5,"La tela es de muy buena calidad, y el vestido es aún más bonito en persona.",2024-01-10 06:38:49
687e0e6d2d8655b05b08c457,2023-11-12 08:06:16,renta,Completada,795,tarjeta_credito,eduardocasrtro110@gmail.com,554706,Huejutla de Reyes,687e0d118639b437a0e48761,Vestido Cruzado Estampado Animal,M,Multicolor,"Otoño, Invierno",1,Casual,1050,,false,Nuevo,3.9,6,2023-11-12 11:06:16,2023-11-22 11:06:16,56,5,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-12-03 08:06:16
687e0e6d2d8655b05b08c461,2023-12-14 04:10:48,renta,Completada,465,tarjeta_credito,valeria.rojas@example.com,1234567823,Atlapeza,67e058358bbb15e17ae334ab,Vestido Sahara de Noche Negro con Tirantes,L,negro,Todo el Año,1,De Noche,1900,,false,Nuevo,4.5,12,2023-12-14 15:10:48,2023-12-27 15:10:48,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2024-01-21 04:10:48
687e0e6d2d8655b05b08c468,2023-05-19 11:16:47,Venta,Completada,950,tarjeta_debito,elena.ramirez@example.com,1234567899,Guazalingo,687e0d4b8639b437a0e4876f,Vestido Boho Chic Estampado Étnico,L,Tierra,"Verano, Otoño",1,Bohemio,950,,false,Nuevo,4.2,12,2023-05-19 15:16:47,,0,1,"No fue mi favorito, pero sirvió para la ocasión.",2023-06-20 11:16:47
687e0e6d2d8655b05b08c469,2023-04-04 03:18:00,renta,Completada,562,efectivo,gabriela.silva@example.com,1234567821,Atlapeza,687c0c74555de7433ad30a52,Sueño Violeta,S,Morado,Todo el Año,1,Fiesta,1500,,false,Nuevo,4.3,9,2023-04-04 12:18:00,2023-04-22 12:18:00,0,3,"Cumple su función, pero no me dejó asombrada.",2023-04-19 03:18:00
687e0e6d2d8655b05b08c46b,2023-07-09 08:00:32,renta,Completada,2500,tarjeta_credito,hiasd12e@gmail.com,7713554706,Atlapeza,687e0dd08639b437a0e4879d,Vestido de Gala con Falda de Tul Voluminosa,L,Rojo,Todo el Año,1,Gala,,2500,false,Nuevo,5,17,2023-07-09 15:00:32,2023-07-15 15:00:32,0,2,El vestido no cumplió con mis expectativas de calidad.,2023-08-22 08:00:32
687e0e6d2d8655b05b08c46d,2023-04-13 05:06:59,Venta,Completada,1700,tarjeta_debito,alejandra.paredes@example.com,1234567827,Huejutla de Reyes,687e0dd08639b437a0e487b7,Vestido de Fiesta Corto con Tirantes de Lentejuelas,S,Rojo Vino,Todo el Año,1,Fiesta,1700,650,false,Nuevo,4.5,8,2023-04-13 20:06:59,,0,5,Un diseño hermoso y la atención fue de primera. Volveré sin duda.,2023-05-17 05:06:59
687e0e6d2d8655b05b08c46e,2023-08-05 08:00:45,renta,Completada,1800,tarjeta_credito,patricia.guzman@example.com,1234567819,Guazalingo,687e0dd08639b437a0e487a7,Vestido de Noche con Aberturas en la Cintura,S,Negro,Todo el Año,1,De Noche,,1800,false,Nuevo,4.8,13,2023-08-06 08:00:45,2023-08-22 08:00:45,0,2,El vestido se veía mejor en las fotos. Necesitaba algunos ajustes.,2023-09-10 08:00:45
687e0e6d2d8655b05b08c46f,2023-11-03 11:47:52,renta,Completada,2100,tarjeta_debito,patricia.guzman@example.com,1234567819,Guazalingo,687e0dd08639b437a0e487c6,Vestido de Gala con Mangas Murciélago,L,Azul Noche,Todo el Año,1,Gala,,2100,false,Nuevo,4.8,15,2023-11-04 00:47:52,2023-11-18 00:47:52,0,5,¡Excelente vestido! Me encantó el servicio en el local.,2023-12-03 11:47:52
687e0e6d2d8655b05b08c478,2023-04-04 05:41:19,renta,Completada,1128,transferencia_bancaria,isabel.vargas@example.com,1234567815,Choconamel,687e0dd08639b437a0e487ca,Vestido de Punto Grueso con Capucha,M,Negro,Invierno,1,Casual/Deportivo,1300,,false,Nuevo,3.7,10,2023-04-04 21:41:19,2023-04-15 21:41:19,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-04-16 05:41:19
687e0e6d2d8655b05b08c47b,2023-01-27 04:34:30,renta,Completada,1223,tarjeta_debito,patricia.guzman@example.com,1234567819,Guazalingo,687e0d118639b437a0e48761,Vestido Cruzado Estampado Animal,M,Multicolor,"Otoño, Invierno",1,Casual,1050,,false,Nuevo,3.9,6,2023-01-27 05:34:30,2023-02-09 05:34:30,0,5,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-03-02 04:34:30
687e0e6d2d8655b05b08c480,2023-12-21 10:00:29,renta,Completada,610,tarjeta_credito,eduardocasrtro110@gmail.com,554706,Huejutla de Reyes,67e059988bbb15e17ae334b4,Vestido de Noche Meirius Largo Verde con Hombro Descubierto,XL,verde,Todo el Año,1,De Noche,1000,,false,Nuevo,4,8,2023-12-22 06:00:29,2024-01-03 06:00:29,0,5,"La tela es de muy buena calidad, y el vestido es aún más bonito en persona.",2024-01-20 10:00:29
687e0e6d2d8655b05b08c483,2023-05-08 11:57:55,renta,Completada,1420,tarjeta_debito,carmen.morales@example.com,1234567813,Huejutla de Reyes,687c0ad6555de7433ad30a4a,Fuego Coral,S,Coral,Verano,1,Fiesta,2300,,false,Nuevo,4.4,8,2023-05-09 11:57:55,2023-05-21 11:57:55,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-06-20 11:57:55
687e0e6d2d8655b05b08c48c,2023-09-26 06:33:14,renta,Completada,1118,tarjeta_debito,valeria.rojas@example.com,1234567823,Atlapeza,687e0dd08639b437a0e487b3,Vestido de Novia Corto para Elopement,S,Blanco Puro,Todo el Año,1,Nupcial,8000,,false,Nuevo,4.6,7,2023-09-26 09:33:14,2023-10-07 09:33:14,0,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-10-25 06:33:14
687e0e6d2d8655b05b08c48e,2023-12-23 07:11:58,renta,Completada,942,efectivo,elena.ramirez@example.com,1234567899,Guazalingo,687c0b8f555de7433ad30a4e,Cielo de Cristal,M,Azul Pastel,"Verano, Primavera",1,Fiesta,2800,,false,Nuevo,4.7,14,2023-12-23 12:11:58,2024-01-06 12:11:58,0,3,"El vestido es lindo, pero la comunicación podría mejorar.",2024-01-05 07:11:58
687e0e6d2d8655b05b08c498,2023-01-13 03:30:20,Venta,Completada,1600,tarjeta_debito,regina.ortega@example.com,1234567826,Tlachinol,687e0d118639b437a0e48762,Vestido de Encaje Negro Corto,S,Negro,Todo el Año,1,Cóctel,1600,,false,Nuevo,4.4,11,2023-01-13 10:30:20,,0,4,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-02-27 03:30:20
687e0e6d2d8655b05b08c49e,2023-05-21 09:29:31,Venta,Completada,3035,tarjeta_debito,regina.ortega@example.com,1234567826,Tlachinol,687c1894555de7433ad30a9b,Vestido Corto Rojo con Cola Asimétrica,M,Rojo,Todo el Año,1,De Noche,,300,false,Excelente,4.3,10,2023-05-21 16:29:31,,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-06-12 09:29:31
687e0e6d2d8655b05b08c4a0,2023-06-16 08:15:36,renta,Completada,791,tarjeta_debito,eduardocasrtro110@gmail.com,554706,Huejutla de Reyes,67e0844f9e883380830c5744,Vestido de Noche Meirius Largo Tinto con Tirantes,XL,rubi,"Otoño, Invierno, Todo el Año",1,De Noche,1000,,false,Nuevo,4.2,9,2023-06-17 03:15:36,2023-06-27 03:15:36,96,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-07-13 08:15:36
